CID,CYCLE,INDVIS,ORG_NAME,PACS,TOTAL,SOURCE
N00000010,2022,0,General Dynamics,0,0
N00000010,2022,0,Adtalem Global Education,0,0
N00000010,2022,0,American Soybean Assn,0,0
N00000010,2022,0,Auto Care Assn,0,0
N00000010,2022,0,DTE Energy,0,0
N00000010,2022,0,General Dynamics,0,0
N00000010,2022,0,National Turkey Federation,0,0
N00000010,2022,0,Solar Energy Industries Assn,0,0
N00000010,2022,10000,Butler Toyota,0,10000
N00000010,2022,0,Citizens United,10000,10000
N00000010,2022,3250,IDT Corp,5000,8250
N00000010,2022,5000,Bank of S E Europe,0,5000
N00000010,2022,5000,Corp Travel Coordinators of Americ,0,5000
N00000010,2022,0,Credit Union National Assn,5000,5000
N00000010,2022,5000,Del Mar Country Club,0,5000
N00000010,2022,0,Ecolab Inc,5000,5000
N00000010,2022,0,Humane Society Legislative Fund,5000,5000
N00000010,2022,0,Independent Insurance Agents & Brokers of America,5000,5000
N00000010,2020,0,General Dynamics,0,0
N00000010,2020,0,Adtalem Global Education,0,0
N00000010,2020,0,American Soybean Assn,0,0
N00000010,2020,0,Auto Care Assn,0,0
N00000010,2020,0,DTE Energy,0,0
N00000010,2020,0,General Dynamics,0,0
N00000010,2020,0,National Turkey Federation,0,0
N00000010,2020,0,Solar Energy Industries Assn,0,0
N00000010,2020,10000,Butler Toyota,0,10000
N00000010,2020,0,Citizens United,10000,10000
N00000010,2020,3250,IDT Corp,5000,8250
N00000010,2020,5000,Bank of S E Europe,0,5000
N00000010,2020,5000,Corp Travel Coordinators of Americ,0,5000
N00000010,2020,0,Credit Union National Assn,5000,5000
N00000010,2020,5000,Del Mar Country Club,0,5000
N00000010,2020,0,Ecolab Inc,5000,5000
N00000010,2020,0,Humane Society Legislative Fund,5000,5000
N00000010,2020,0,Independent Insurance Agents & Brokers of America,5000,5000
N00000010,2012,0,General Dynamics,0,0
N00000010,2012,0,Adtalem Global Education,0,0
N00000010,2012,0,American Soybean Assn,0,0
N00000010,2012,0,Auto Care Assn,0,0
N00000010,2012,0,DTE Energy,0,0
N00000010,2012,0,General Dynamics,0,0
N00000010,2012,0,National Turkey Federation,0,0
N00000010,2012,0,Solar Energy Industries Assn,0,0
N00000010,2012,10000,Butler Toyota,0,10000
N00000010,2012,0,Citizens United,10000,10000
N00000010,2012,3250,IDT Corp,5000,8250
N00000010,2012,5000,Bank of S E Europe,0,5000
N00000010,2012,5000,Corp Travel Coordinators of Americ,0,5000
N00000010,2012,0,Credit Union National Assn,5000,5000
N00000010,2012,5000,Del Mar Country Club,0,5000
N00000010,2012,0,Ecolab Inc,5000,5000
N00000010,2012,0,Humane Society Legislative Fund,5000,5000
N00000010,2012,0,Independent Insurance Agents & Brokers of America,5000,5000
N00000019,2016,0,Ironworkers Union,10000,10000
N00000019,2016,0,Border Health,5000,5000
N00000019,2016,0,Madison PAC (Neal),5000,5000
N00000019,2016,0,STV Group,2700,2700
N00000019,2016,0,Irish American Democrats,1000,1000
N00000078,2022,39400,Democracy Engine,0,39400
N00000078,2022,35950,Apollo Global Management,0,35950
N00000078,2022,14635,NASDAQ Inc,10000,24635
N00000078,2022,7500,Rock Holdings,15000,22500
N00000078,2022,21525,Cornell University,0,21525
N00000078,2022,20300,Genesis 10,0,20300
N00000078,2022,19850,Clarion Capital Partners,0,19850
N00000078,2022,17400,Kps Capital Partners,0,17400
N00000078,2022,17000,Blair Investment Banking,0,17000
N00000078,2022,0,American Institute of CPAs,15000,15000
N00000078,2022,23700,Rock Holdings,10000,33700
N00000078,2022,14200,BlackRock Inc,15000,29200
N00000078,2022,14000,NASDAQ Inc,8500,22500
N00000078,2022,10405,Deloitte LLP,10000,20405
N00000078,2022,16800,Estee Lauder Companies,0,16800
N00000078,2022,16600,BLS Investments,0,16600
N00000078,2022,15500,Museum of Modern Art,0,15500
N00000078,2022,33,New York Life Insurance,15000,15033
N00000078,2022,20,American Postal Workers Union,15000,15020
N00000078,2022,0,American Assn for Justice,15000,15000
N00000078,2022,17700,BlackRock Inc,0,17700
N00000078,2022,11700,Goldman Sachs,5000,16700
N00000078,2022,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2022,10800,Estee Lauder Companies,0,10800
N00000078,2022,10800,Perlbinder Realty Co,0,10800
N00000078,2022,10800,Red Apple Group,0,10800
N00000078,2022,10623,HBJ Investments,0,10623
N00000078,2022,10400,Promontory Financial Group,0,10400
N00000078,2022,0,American Academy of Dermatology Assn,10000,10000
N00000078,2022,0,American Assn for Justice,10000,10000
N00000078,2022,15800,Rudin Management,0,15800
N00000078,2022,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2022,8700,Goldman Sachs,5000,13700
N00000078,2022,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2022,11100,Greater New York Hospital Assn,0,11100
N00000078,2022,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2022,10800,Estee Lauder Companies,0,10800
N00000078,2022,10800,Genesis 10,0,10800
N00000078,2022,10800,Red Apple Group,0,10800
N00000078,2022,0,American Academy of Dermatology Assn,10000,10000
N00000078,2022,13000,Extell Development,0,13000
N00000078,2022,10200,"McDermott, Will & Emery",2500,12700
N00000078,2022,8500,JPMorgan Chase & Co,2500,11000
N00000078,2022,500,New York Life Insurance,10000,10500
N00000078,2022,10400,BLS Investments,0,10400
N00000078,2022,10400,Red Apple Group,0,10400
N00000078,2022,10200,Rudin Management,0,10200
N00000078,2022,0,American Institute of CPAs,10000,10000
N00000078,2022,0,Capital Group Companies,10000,10000
N00000078,2022,0,Deloitte LLP,10000,10000
N00000078,2022,28750,Votesane PAC,0,28750
N00000078,2022,15000,Tully Construction,0,15000
N00000078,2022,13800,Fisher Brothers,0,13800
N00000078,2022,13000,Kynikos Assoc,0,13000
N00000078,2022,12500,Guardian Life Insurance,0,12500
N00000078,2022,11500,HBJ Investments,0,11500
N00000078,2022,6000,"McDermott, Will & Emery",5000,11000
N00000078,2022,5000,Reed Elsevier Inc,6000,11000
N00000078,2022,500,Deloitte LLP,10000,10500
N00000078,2022,0,American Crystal Sugar,10000,10000
N00000078,2020,39400,Democracy Engine,0,39400
N00000078,2020,35950,Apollo Global Management,0,35950
N00000078,2020,14635,NASDAQ Inc,10000,24635
N00000078,2020,7500,Rock Holdings,15000,22500
N00000078,2020,21525,Cornell University,0,21525
N00000078,2020,20300,Genesis 10,0,20300
N00000078,2020,19850,Clarion Capital Partners,0,19850
N00000078,2020,17400,Kps Capital Partners,0,17400
N00000078,2020,17000,Blair Investment Banking,0,17000
N00000078,2020,0,American Institute of CPAs,15000,15000
N00000078,2020,23700,Rock Holdings,10000,33700
N00000078,2020,14200,BlackRock Inc,15000,29200
N00000078,2020,14000,NASDAQ Inc,8500,22500
N00000078,2020,10405,Deloitte LLP,10000,20405
N00000078,2020,16800,Estee Lauder Companies,0,16800
N00000078,2020,16600,BLS Investments,0,16600
N00000078,2020,15500,Museum of Modern Art,0,15500
N00000078,2020,33,New York Life Insurance,15000,15033
N00000078,2020,20,American Postal Workers Union,15000,15020
N00000078,2020,0,American Assn for Justice,15000,15000
N00000078,2020,17700,BlackRock Inc,0,17700
N00000078,2020,11700,Goldman Sachs,5000,16700
N00000078,2020,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2020,10800,Estee Lauder Companies,0,10800
N00000078,2020,10800,Perlbinder Realty Co,0,10800
N00000078,2020,10800,Red Apple Group,0,10800
N00000078,2020,10623,HBJ Investments,0,10623
N00000078,2020,10400,Promontory Financial Group,0,10400
N00000078,2020,0,American Academy of Dermatology Assn,10000,10000
N00000078,2020,0,American Assn for Justice,10000,10000
N00000078,2020,15800,Rudin Management,0,15800
N00000078,2020,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2020,8700,Goldman Sachs,5000,13700
N00000078,2020,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2020,11100,Greater New York Hospital Assn,0,11100
N00000078,2020,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2020,10800,Estee Lauder Companies,0,10800
N00000078,2020,10800,Genesis 10,0,10800
N00000078,2020,10800,Red Apple Group,0,10800
N00000078,2020,0,American Academy of Dermatology Assn,10000,10000
N00000078,2020,13000,Extell Development,0,13000
N00000078,2020,10200,"McDermott, Will & Emery",2500,12700
N00000078,2020,8500,JPMorgan Chase & Co,2500,11000
N00000078,2020,500,New York Life Insurance,10000,10500
N00000078,2020,10400,BLS Investments,0,10400
N00000078,2020,10400,Red Apple Group,0,10400
N00000078,2020,10200,Rudin Management,0,10200
N00000078,2020,0,American Institute of CPAs,10000,10000
N00000078,2020,0,Capital Group Companies,10000,10000
N00000078,2020,0,Deloitte LLP,10000,10000
N00000078,2020,28750,Votesane PAC,0,28750
N00000078,2020,15000,Tully Construction,0,15000
N00000078,2020,13800,Fisher Brothers,0,13800
N00000078,2020,13000,Kynikos Assoc,0,13000
N00000078,2020,12500,Guardian Life Insurance,0,12500
N00000078,2020,11500,HBJ Investments,0,11500
N00000078,2020,6000,"McDermott, Will & Emery",5000,11000
N00000078,2020,5000,Reed Elsevier Inc,6000,11000
N00000078,2020,500,Deloitte LLP,10000,10500
N00000078,2020,0,American Crystal Sugar,10000,10000
N00000078,2018,39400,Democracy Engine,0,39400
N00000078,2018,35950,Apollo Global Management,0,35950
N00000078,2018,14635,NASDAQ Inc,10000,24635
N00000078,2018,7500,Rock Holdings,15000,22500
N00000078,2018,21525,Cornell University,0,21525
N00000078,2018,20300,Genesis 10,0,20300
N00000078,2018,19850,Clarion Capital Partners,0,19850
N00000078,2018,17400,Kps Capital Partners,0,17400
N00000078,2018,17000,Blair Investment Banking,0,17000
N00000078,2018,0,American Institute of CPAs,15000,15000
N00000078,2018,23700,Rock Holdings,10000,33700
N00000078,2018,14200,BlackRock Inc,15000,29200
N00000078,2018,14000,NASDAQ Inc,8500,22500
N00000078,2018,10405,Deloitte LLP,10000,20405
N00000078,2018,16800,Estee Lauder Companies,0,16800
N00000078,2018,16600,BLS Investments,0,16600
N00000078,2018,15500,Museum of Modern Art,0,15500
N00000078,2018,33,New York Life Insurance,15000,15033
N00000078,2018,20,American Postal Workers Union,15000,15020
N00000078,2018,0,American Assn for Justice,15000,15000
N00000078,2018,17700,BlackRock Inc,0,17700
N00000078,2018,11700,Goldman Sachs,5000,16700
N00000078,2018,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2018,10800,Estee Lauder Companies,0,10800
N00000078,2018,10800,Perlbinder Realty Co,0,10800
N00000078,2018,10800,Red Apple Group,0,10800
N00000078,2018,10623,HBJ Investments,0,10623
N00000078,2018,10400,Promontory Financial Group,0,10400
N00000078,2018,0,American Academy of Dermatology Assn,10000,10000
N00000078,2018,0,American Assn for Justice,10000,10000
N00000078,2018,15800,Rudin Management,0,15800
N00000078,2018,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2018,8700,Goldman Sachs,5000,13700
N00000078,2018,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2018,11100,Greater New York Hospital Assn,0,11100
N00000078,2018,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2018,10800,Estee Lauder Companies,0,10800
N00000078,2018,10800,Genesis 10,0,10800
N00000078,2018,10800,Red Apple Group,0,10800
N00000078,2018,0,American Academy of Dermatology Assn,10000,10000
N00000078,2018,13000,Extell Development,0,13000
N00000078,2018,10200,"McDermott, Will & Emery",2500,12700
N00000078,2018,8500,JPMorgan Chase & Co,2500,11000
N00000078,2018,500,New York Life Insurance,10000,10500
N00000078,2018,10400,BLS Investments,0,10400
N00000078,2018,10400,Red Apple Group,0,10400
N00000078,2018,10200,Rudin Management,0,10200
N00000078,2018,0,American Institute of CPAs,10000,10000
N00000078,2018,0,Capital Group Companies,10000,10000
N00000078,2018,0,Deloitte LLP,10000,10000
N00000078,2018,28750,Votesane PAC,0,28750
N00000078,2018,15000,Tully Construction,0,15000
N00000078,2018,13800,Fisher Brothers,0,13800
N00000078,2018,13000,Kynikos Assoc,0,13000
N00000078,2018,12500,Guardian Life Insurance,0,12500
N00000078,2018,11500,HBJ Investments,0,11500
N00000078,2018,6000,"McDermott, Will & Emery",5000,11000
N00000078,2018,5000,Reed Elsevier Inc,6000,11000
N00000078,2018,500,Deloitte LLP,10000,10500
N00000078,2018,0,American Crystal Sugar,10000,10000
N00000078,2016,39400,Democracy Engine,0,39400
N00000078,2016,35950,Apollo Global Management,0,35950
N00000078,2016,14635,NASDAQ Inc,10000,24635
N00000078,2016,7500,Rock Holdings,15000,22500
N00000078,2016,21525,Cornell University,0,21525
N00000078,2016,20300,Genesis 10,0,20300
N00000078,2016,19850,Clarion Capital Partners,0,19850
N00000078,2016,17400,Kps Capital Partners,0,17400
N00000078,2016,17000,Blair Investment Banking,0,17000
N00000078,2016,0,American Institute of CPAs,15000,15000
N00000078,2016,23700,Rock Holdings,10000,33700
N00000078,2016,14200,BlackRock Inc,15000,29200
N00000078,2016,14000,NASDAQ Inc,8500,22500
N00000078,2016,10405,Deloitte LLP,10000,20405
N00000078,2016,16800,Estee Lauder Companies,0,16800
N00000078,2016,16600,BLS Investments,0,16600
N00000078,2016,15500,Museum of Modern Art,0,15500
N00000078,2016,33,New York Life Insurance,15000,15033
N00000078,2016,20,American Postal Workers Union,15000,15020
N00000078,2016,0,American Assn for Justice,15000,15000
N00000078,2016,17700,BlackRock Inc,0,17700
N00000078,2016,11700,Goldman Sachs,5000,16700
N00000078,2016,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2016,10800,Estee Lauder Companies,0,10800
N00000078,2016,10800,Perlbinder Realty Co,0,10800
N00000078,2016,10800,Red Apple Group,0,10800
N00000078,2016,10623,HBJ Investments,0,10623
N00000078,2016,10400,Promontory Financial Group,0,10400
N00000078,2016,0,American Academy of Dermatology Assn,10000,10000
N00000078,2016,0,American Assn for Justice,10000,10000
N00000078,2016,15800,Rudin Management,0,15800
N00000078,2016,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2016,8700,Goldman Sachs,5000,13700
N00000078,2016,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2016,11100,Greater New York Hospital Assn,0,11100
N00000078,2016,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2016,10800,Estee Lauder Companies,0,10800
N00000078,2016,10800,Genesis 10,0,10800
N00000078,2016,10800,Red Apple Group,0,10800
N00000078,2016,0,American Academy of Dermatology Assn,10000,10000
N00000078,2016,13000,Extell Development,0,13000
N00000078,2016,10200,"McDermott, Will & Emery",2500,12700
N00000078,2016,8500,JPMorgan Chase & Co,2500,11000
N00000078,2016,500,New York Life Insurance,10000,10500
N00000078,2016,10400,BLS Investments,0,10400
N00000078,2016,10400,Red Apple Group,0,10400
N00000078,2016,10200,Rudin Management,0,10200
N00000078,2016,0,American Institute of CPAs,10000,10000
N00000078,2016,0,Capital Group Companies,10000,10000
N00000078,2016,0,Deloitte LLP,10000,10000
N00000078,2016,28750,Votesane PAC,0,28750
N00000078,2016,15000,Tully Construction,0,15000
N00000078,2016,13800,Fisher Brothers,0,13800
N00000078,2016,13000,Kynikos Assoc,0,13000
N00000078,2016,12500,Guardian Life Insurance,0,12500
N00000078,2016,11500,HBJ Investments,0,11500
N00000078,2016,6000,"McDermott, Will & Emery",5000,11000
N00000078,2016,5000,Reed Elsevier Inc,6000,11000
N00000078,2016,500,Deloitte LLP,10000,10500
N00000078,2016,0,American Crystal Sugar,10000,10000
N00000078,2014,39400,Democracy Engine,0,39400
N00000078,2014,35950,Apollo Global Management,0,35950
N00000078,2014,14635,NASDAQ Inc,10000,24635
N00000078,2014,7500,Rock Holdings,15000,22500
N00000078,2014,21525,Cornell University,0,21525
N00000078,2014,20300,Genesis 10,0,20300
N00000078,2014,19850,Clarion Capital Partners,0,19850
N00000078,2014,17400,Kps Capital Partners,0,17400
N00000078,2014,17000,Blair Investment Banking,0,17000
N00000078,2014,0,American Institute of CPAs,15000,15000
N00000078,2014,23700,Rock Holdings,10000,33700
N00000078,2014,14200,BlackRock Inc,15000,29200
N00000078,2014,14000,NASDAQ Inc,8500,22500
N00000078,2014,10405,Deloitte LLP,10000,20405
N00000078,2014,16800,Estee Lauder Companies,0,16800
N00000078,2014,16600,BLS Investments,0,16600
N00000078,2014,15500,Museum of Modern Art,0,15500
N00000078,2014,33,New York Life Insurance,15000,15033
N00000078,2014,20,American Postal Workers Union,15000,15020
N00000078,2014,0,American Assn for Justice,15000,15000
N00000078,2014,17700,BlackRock Inc,0,17700
N00000078,2014,11700,Goldman Sachs,5000,16700
N00000078,2014,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2014,10800,Estee Lauder Companies,0,10800
N00000078,2014,10800,Perlbinder Realty Co,0,10800
N00000078,2014,10800,Red Apple Group,0,10800
N00000078,2014,10623,HBJ Investments,0,10623
N00000078,2014,10400,Promontory Financial Group,0,10400
N00000078,2014,0,American Academy of Dermatology Assn,10000,10000
N00000078,2014,0,American Assn for Justice,10000,10000
N00000078,2014,15800,Rudin Management,0,15800
N00000078,2014,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2014,8700,Goldman Sachs,5000,13700
N00000078,2014,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2014,11100,Greater New York Hospital Assn,0,11100
N00000078,2014,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2014,10800,Estee Lauder Companies,0,10800
N00000078,2014,10800,Genesis 10,0,10800
N00000078,2014,10800,Red Apple Group,0,10800
N00000078,2014,0,American Academy of Dermatology Assn,10000,10000
N00000078,2014,13000,Extell Development,0,13000
N00000078,2014,10200,"McDermott, Will & Emery",2500,12700
N00000078,2014,8500,JPMorgan Chase & Co,2500,11000
N00000078,2014,500,New York Life Insurance,10000,10500
N00000078,2014,10400,BLS Investments,0,10400
N00000078,2014,10400,Red Apple Group,0,10400
N00000078,2014,10200,Rudin Management,0,10200
N00000078,2014,0,American Institute of CPAs,10000,10000
N00000078,2014,0,Capital Group Companies,10000,10000
N00000078,2014,0,Deloitte LLP,10000,10000
N00000078,2014,28750,Votesane PAC,0,28750
N00000078,2014,15000,Tully Construction,0,15000
N00000078,2014,13800,Fisher Brothers,0,13800
N00000078,2014,13000,Kynikos Assoc,0,13000
N00000078,2014,12500,Guardian Life Insurance,0,12500
N00000078,2014,11500,HBJ Investments,0,11500
N00000078,2014,6000,"McDermott, Will & Emery",5000,11000
N00000078,2014,5000,Reed Elsevier Inc,6000,11000
N00000078,2014,500,Deloitte LLP,10000,10500
N00000078,2014,0,American Crystal Sugar,10000,10000
N00000078,2012,39400,Democracy Engine,0,39400
N00000078,2012,35950,Apollo Global Management,0,35950
N00000078,2012,14635,NASDAQ Inc,10000,24635
N00000078,2012,7500,Rock Holdings,15000,22500
N00000078,2012,21525,Cornell University,0,21525
N00000078,2012,20300,Genesis 10,0,20300
N00000078,2012,19850,Clarion Capital Partners,0,19850
N00000078,2012,17400,Kps Capital Partners,0,17400
N00000078,2012,17000,Blair Investment Banking,0,17000
N00000078,2012,0,American Institute of CPAs,15000,15000
N00000078,2012,23700,Rock Holdings,10000,33700
N00000078,2012,14200,BlackRock Inc,15000,29200
N00000078,2012,14000,NASDAQ Inc,8500,22500
N00000078,2012,10405,Deloitte LLP,10000,20405
N00000078,2012,16800,Estee Lauder Companies,0,16800
N00000078,2012,16600,BLS Investments,0,16600
N00000078,2012,15500,Museum of Modern Art,0,15500
N00000078,2012,33,New York Life Insurance,15000,15033
N00000078,2012,20,American Postal Workers Union,15000,15020
N00000078,2012,0,American Assn for Justice,15000,15000
N00000078,2012,17700,BlackRock Inc,0,17700
N00000078,2012,11700,Goldman Sachs,5000,16700
N00000078,2012,14400,Brown Brothers Harriman & Co,0,14400
N00000078,2012,10800,Estee Lauder Companies,0,10800
N00000078,2012,10800,Perlbinder Realty Co,0,10800
N00000078,2012,10800,Red Apple Group,0,10800
N00000078,2012,10623,HBJ Investments,0,10623
N00000078,2012,10400,Promontory Financial Group,0,10400
N00000078,2012,0,American Academy of Dermatology Assn,10000,10000
N00000078,2012,0,American Assn for Justice,10000,10000
N00000078,2012,15800,Rudin Management,0,15800
N00000078,2012,15500,Brown Brothers Harriman & Co,0,15500
N00000078,2012,8700,Goldman Sachs,5000,13700
N00000078,2012,0,Council of Insurance Agents & Brokers,11500,11500
N00000078,2012,11100,Greater New York Hospital Assn,0,11100
N00000078,2012,1000,Depository Trust & Clearing Corp,10000,11000
N00000078,2012,10800,Estee Lauder Companies,0,10800
N00000078,2012,10800,Genesis 10,0,10800
N00000078,2012,10800,Red Apple Group,0,10800
N00000078,2012,0,American Academy of Dermatology Assn,10000,10000
N00000078,2012,13000,Extell Development,0,13000
N00000078,2012,10200,"McDermott, Will & Emery",2500,12700
N00000078,2012,8500,JPMorgan Chase & Co,2500,11000
N00000078,2012,500,New York Life Insurance,10000,10500
N00000078,2012,10400,BLS Investments,0,10400
N00000078,2012,10400,Red Apple Group,0,10400
N00000078,2012,10200,Rudin Management,0,10200
N00000078,2012,0,American Institute of CPAs,10000,10000
N00000078,2012,0,Capital Group Companies,10000,10000
N00000078,2012,0,Deloitte LLP,10000,10000
N00000078,2012,28750,Votesane PAC,0,28750
N00000078,2012,15000,Tully Construction,0,15000
N00000078,2012,13800,Fisher Brothers,0,13800
N00000078,2012,13000,Kynikos Assoc,0,13000
N00000078,2012,12500,Guardian Life Insurance,0,12500
N00000078,2012,11500,HBJ Investments,0,11500
N00000078,2012,6000,"McDermott, Will & Emery",5000,11000
N00000078,2012,5000,Reed Elsevier Inc,6000,11000
N00000078,2012,500,Deloitte LLP,10000,10500
N00000078,2012,0,American Crystal Sugar,10000,10000
